"ibge","no_cidade","area_territorial","co_regiao_saude"
"354350","Riversul","386.196","35162"
"351480","Eldorado","1654.26","35121"
"430730","Erval Seco","363.894","43015"
"430755","Estação","100.266","43016"
"520547","Chapadão do Céu","2185.12","52016"
"410657","Cruzeiro do Iguaçu","161.863","41008"
"311660","Cláudio","630.706","31086"
"250540","Desterro","179.386","25006"
"320450","Santa Leopoldina","716.444","32002"
"431560","Rio Grande","2709.53","43021"
"330450","Rio das Flores","478.312","33004"
"315570","Rio Piracicaba","373.037","31023"
"430607","Cristal do Sul","97.715","43015"
"230395","Chorozinho","278.411","23022"
"312230","Divinópolis","708.115","31086"
"520552","Colinas do Sul","1708.19","52014"
"410610","Conselheiro Mairinck","204.706","41019"
"315690","Sacramento","3073.27","31072"
"150660","Santa Maria do Pará","457.723","15008"
"354280","Ribeira","335.742","35162"
"412220","Rio Branco do Sul","812.327","41002"
"290700","Cardeal da Silva","220.842","29001"
"500310","Corguinho","2639.85","50001"
"261210","Salgadinho","88.817","26006"
"311780","Conceição dos Ouros","182.97","31007"
"292740","Salvador","693.292","29020"
"315380","Queluzito","153.56","31079"
"354200","Quintana","319.566","35093"
"330415","Quissamã","712.852","33008"
"261230","Saloá","252.078","26004"
"315420","Resende Costa","618.311","31015"
"231140","Quixeramobim","3330.07","23008"
"431490","Porto Alegre","496.684","43010"
"430545","Cidreira","245.885","43005"
"170550","Colinas do Tocantins","843.843","17004"
"311740","Conceição de Ipanema","253.935","31059"
"130110","Careiro","6091.55","13001"
"315250","Pouso Alegre","543.068","31007"
"430510","Caxias do Sul","1644.3","43023"
"231190","Saboeiro","1383.48","23018"
"353860","Piracaia","385.028","35071"
"292600","Remanso","4683.96","29016"
"412200","Rio Azul","629.747","41004"
"330110","Cantagalo","749.278","33009"
"311590","Chácara","152.807","31097"
"310950","Cabo Verde","368.206","31002"
"311615","Chapada Gaúcha","3255.18","31058"
"520551","Cocalzinho de Goiás","1789.04","52011"
"150590","Porto de Moz","17423.2","15012"
"315320","Presidente Juscelino","695.882","31019"
"240950","Pedra Grande","221.426","24003"
"330120","Carmo","322.415","33009"
"311450","Carmópolis de Minas","400.01","31088"
"510267","Campo Verde","4782.12","51013"
"410425","Campo Magro","275.573","41002"
"311150","Campos Altos","710.645","31070"
"354000","Pompéia","784.058","35093"
"280130","Capela","442.742","28006"
"150230","Capitão Poço","2899.54","15008"
"150195","Cachoeira do Piriá","2461.96","15009"
"510645","Planalto da Serra","2455.43","51002"
"431478","Ponte Preta","99.873","43016"
"230230","Bela Cruz","824.409","23012"
"311510","Cássia","665.802","31091"
"410490","Castro","2531.51","41003"
"110070","Campo Novo de Rondônia","3442.01","11001"
"510665","Pontal do Araguaia","2738.63","51005"
"421335","Ponte Alta do Norte","400.974","42009"
"210923","Presidente Médici","437.685","21019"
"431415","Paverama","171.864","43030"
"240990","Pendências","419.143","24008"
"430420","Candelária","943.949","43028"
"270680","Piaçabuçu","240.013","27006"
"410350","Califórnia","141.817","41016"
"350945","Campina do Monte Alegre","185.031","35161"
"430235","Bom Princípio","88.504","43026"
"290420","Botuporã","645.512","29003"
"310855","Brasilândia de Minas","2509.69","31077"
"210232","Buriticupu","2545.57","21001"
"240880","Parazinho","274.67","24003"
"353650","Paulínia","138.826","35072"
"120039","Porto Walter","6443.85","12003"
"353390","Olímpia","802.652","35051"
"290280","Barra da Estiva","1346.63","29003"
"410260","Barracão","171.77","41008"
"290010","Abaíra","530.494","29023"
"510010","Acorizal","840.591","51002"
"410442","Candói","1512.79","41005"
"314760","Passa Quatro","277.221","31008"
"411760","Palmas","1567.36","41007"
"110045","Buritis","3265.81","11001"
"314690","Papagaios","553.576","31024"
"210745","Olinda Nova do Maranhão","197.635","21018"
"411745","Ouro Verde do Oeste","293.043","41020"
"410250","Barbosa Ferraz","538.637","41011"
"310020","Abaeté","1817.07","31024"
"250010","Água Branca","236.607","25011"
"420070","Alfredo Wagner","732.278","42007"
"314790","Passos","1338.07","31092"
"220192","Bonfim do Piauí","289.208","22006"
"431344","Novo Tiradentes","75.396","43015"
"310850","Botumirim","1568.88","31051"
"521530","Orizona","1972.88","52002"
"150145","Belterra","4398.41","15002"
"292270","Nova Canaã","853.709","29013"
"353310","Nova Guataporanga","34.116","35111"
"270100","Boca da Mata","186.529","27005"
"220115","Baixa Grande do Ribeiro","7808.88","22007"
"410230","Balsa Nova","348.97","41002"
"500620","Nova Andradina","4776.01","50003"
"353170","Monteiro Lobato","333.332","35171"
"170220","Araguatins","2625.28","17002"
"410160","Arapoti","1360.5","41003"
"310600","Bela Vista de Minas","109.143","31023"
"350620","Bento de Abreu","301.395","35021"
"421920","Vidal Ramos","339.061","42004"
"430225","Boa Vista do Sul","94.349","43025"
"220700","Oeiras","2702.48","22008"
"421200","Palma Sola","331.777","42001"
"230240","Boa Viagem","2836.76","23005"
"410310","Bocaiúva do Sul","826.345","41002"
"292225","Muquém de São Francisco","3638.05","29008"
"170290","Axixá do Tocantins","150.212","17002"
"500150","Bandeirantes","3115.69","50001"
"171360","Monte do Carmo","3616.67","17008"
"431260","Muçum","110.893","43029"
"314400","Mutum","1250.82","31059"
"410060","Alto Paraná","407.72","41014"
"510060","Alto Taquari","1416.53","51013"
"314090","Matipó","266.99","31059"
"314220","Miraí","320.695","31045"
"353070","Mogi Guaçu","812.186","35141"
"150420","Marabá","15128.4","15003"
"420230","Biguaçu","374.45","42007"
"350700","Boituva","248.954","35163"
"292070","Maraú","823.398","29012"
"250220","Bom Jesus","47.631","25009"
"310230","Alvinópolis","599.443","31060"
"510618","Nova Lacerda","4729.88","51012"
"350230","Anhembi","736.509","35063"
"310290","Antônio Carlos","529.915","31013"
"350260","Aparecida d'Oeste","179.016","35153"
"230870","Morada Nova","2779.23","23009"
"353205","Motuca","228.7","35031"
"352950","Mendonça","195.039","35156"
"420010","Abelardo Luz","955.375","42003"
"410020","Adrianópolis","1349.33","41002"
"290135","Andorinha","1247.62","29024"
"250077","Aparecida","295.704","25010"
"170110","Aparecida do Rio Negro","1160.36","17006"
"510020","Água Boa","7537.95","51006"
"420150","Armazém","173.485","42016"
"314060","Materlândia","280.53","31020"
"171330","Miranorte","1031.62","17006"
"230850","Mombaça","2119.47","23018"
"150835","Vitória do Xingu","3135.17","15012"
"292050","Maracás","2253.17","29015"
"421917","Vargem Bonita","298.611","42008"
"211280","Viana","1168.44","21018"
"432330","Vila Flores","107.91","43025"
"230790","Martinópole","298.959","23016"
"220605","Massapê do Piauí","521.123","22009"
"220070","Anísio de Abreu","337.876","22006"
"313770","Lajinha","431.92","31059"
"500090","Antônio João","1145.18","50003"
"420160","Arroio Trinta","94.334","42009"
"320050","Apiacá","193.587","32004"
"421960","Xavantina","215.072","42010"
"355630","Valparaíso","857.505","35021"
"330615","Varre-Sai","190.061","33007"
"241470","Várzea","72.683","24001"
"270440","Major Isidoro","453.893","27007"
"352600","Junqueirópolis","582.959","35111"
"280010","Amparo de São Francisco","35.133","28007"
"290170","Antônio Cardoso","294.45","29006"
"310340","Araçuaí","2236.27","31064"
"240120","Arês","115.504","24001"
"313990","Maria da Fé","202.898","31003"
"291733","Iuiú","1485.78","29007"
"411330","Laranjeiras do Sul","672.086","41005"
"320320","Linhares","3501.63","32001"
"313900","Machado","585.958","31001"
"293290","Valença","1192.61","29027"
"241480","Vera Cruz","83.463","24001"
"261618","Vertente do Lério","73.63","26006"
"240630","Lagoa de Pedras","117.663","24001"
"432360","Vista Alegre do Prata","119.328","43025"
"522140","Trindade","710.713","52001"
"432380","Xangri-lá","60.688","43004"
"221140","Várzea Grande","237.012","22010"
"510850","Vera","2963.49","51014"
"291790","Jandaíra","641.203","29001"
"352520","Jarinu","207.64","35073"
"313320","Itanhomi","488.842","31036"
"316450","São Sebastião do Maranhão","517.829","31081"
"432010","Sarandi","353.389","43020"
"211174","Senador Alexandre Costa","426.432","21012"
"250810","Lagoa","177.901","25013"
"240540","Japi","188.989","24005"
"411260","Jardim Olinda","128.515","41014"
"313540","Jeceaba","236.25","31078"
"260750","Itaíba","1083.72","26004"
"311630","Cipotânea","153.479","31013"
"130423","Tonantins","6432.68","13009"
"412680","Tapejara","591.4","41013"
"312650","Francisco Badaró","461.344","31064"
"313665","Juatuba","99.482","31017"
"211220","Timon","1743.23","21017"
"171090","Itapiratins","1243.96","17004"
"211200","Tasso Fragoso","4382.96","21003"
"411010","Imbituva","756.536","41004"
"520995","Indiara","956.474","52002"
"420775","Iraceminha","164.376","42001"
"172110","Tocantínia","2601.6","17006"
"432045","Sério","99.627","43029"
"260875","Lagoa Grande","1852.34","26009"
"220554","Lagoinha do Piauí","67.503","22004"
"211230","Tuntum","3389.98","21012"
"313040","Ijaci","105.246","31004"
"260730","Ipubi","861.415","26007"
"251690","Uiraúna","294.497","25009"
"170930","Guaraí","2268.16","17004"
"172065","Silvanópolis","1258.83","17008"
"221050","São Pedro do Piauí","518.285","22004"
"316480","São Sebastião do Rio Preto","128.002","31021"
"313505","Jaíba","2626.33","31052"
"350290","Araçoiaba da Serra","255.446","35163"
"292030","Malhada de Pedras","529.047","29003"
"292640","Riacho de Santana","2582.19","29007"
"260805","Jatobá","277.861","26002"
"320310","Jerônimo Monteiro","162.164","32004"
"521150","Itumbiara","2462.93","52017"
"120045","Senador Guiomard","2321.45","12002"
"521090","Itapaci","956.125","52013"
"231120","Potengi","338.727","23020"
"291630","Itapebi","1005.37","29018"
"316420","São Romão","2434","31049"
"311690","Comendador Gomes","1041.05","31071"
"313535","Japonvar","374.905","31049"
"211090","São Francisco do Maranhão","2347.19","21017"
"315970","Santa Rosa da Serra","284.334","31082"
"313780","Lambari","213.11","31008"
"520753","Faina","1945.66","52012"
"412360","Santa Inês","138.481","41015"
"240895","Rio do Fogo","150.26","24003"
"312245","Divisópolis","572.924","31068"
"354260","Registro","722.412","35121"
"412300","Salto do Lontra","312.718","41008"
"315630","Rodeiro","72.673","31048"
"430435","Candiota","933.839","43022"
"420620","Gravatal","168.418","42016"
"314890","Pedra do Indaiá","347.92","31087"
"310830","Borda da Mata","301.108","31007"
"411820","Paranaguá","826.676","41001"
"500635","Paranhos","1309.16","50003"
"350535","Barra do Chapéu","405.681","35162"
"350590","Batatais","849.526","35133"
"421130","Navegantes","111.462","42005"
"314170","Mesquita","274.938","31037"
"520090","Amorinópolis","408.525","52009"
"420080","Anchieta","228.581","42001"
"521270","Mambaí","880.622","52007"
"420985","Lindóia do Sul","189.57","42010"
"313430","Itumirim","234.802","31004"
"220555","Lagoa Alegre","394.659","22004"
"352190","Itajobi","502.066","35151"
"320305","Jaguaré","656.37","32003"
"313330","Itaobim","679.022","31065"
"172097","Talismã","2156.9","17005"
"241420","Tibau do Sul","101.821","24001"
"432143","Terra de Areia","141.773","43004"
"251615","Sossêgo","154.747","25004"
"355130","Sebastianópolis do Sul","162.891","35157"
"270895","Senador Rui Palmeira","342.721","27009"
"352440","Jacareí","459.684","35171"
"411190","Jaguapitã","475.005","41017"
"291560","Itamaraju","2274.27","29026"
"241340","Serra Negra do Norte","562.394","24004"
"316710","Serro","1217.81","31095"
"330220","Itaperuna","1105.34","33007"
"431060","Itaqui","3404.05","43003"
"411030","Inajá","194.705","41014"
"313130","Ipatinga","164.884","31037"
"432080","Soledade","1213.41","43019"
"280270","Ilha das Flores","54.639","28007"
"291380","Ipecaetá","369.883","29006"
"291480","Itabuna","432.243","29012"
"231290","Sobral","2122.89","23011"
"172085","Sucupira","1025.52","17005"
"431980","São Vicente do Sul","1175.23","43002"
"292960","Sapeaçu","117.204","29005"
"221063","Sebastião Leal","3151.58","22007"
"316570","Senador Firmino","166.495","31048"
"251465","São José do Brejo do Cruz","253.018","25008"
"241230","São José do Campestre","341.113","24005"
"352150","Irapuã","257.908","35151"
"420785","Irati","77.518","42002"
"411080","Iretama","570.461","41011"
"280300","Itabaianinha","493.311","28002"
"330190","Itaboraí","430.373","33006"
"500410","Guia Lopes da Laguna","1210.61","50001"
"510420","Guiratinga","5061.69","51013"
"250650","Gurjão","343.196","25005"
"420670","Herval d'Oeste","216.842","42008"
"351905","Holambra","65.579","35072"
"520990","Iaciara","1550.37","52007"
"230533","Ibicuitinga","424.243","23008"
"430995","Ibirapuitã","307.03","43019"
"230535","Icapuí","423.446","23007"
"291330","Ichu","127.668","29006"
"240460","Ielmo Marinho","312.027","24003"
"250260","Igaracy","192.259","25007"
"221035","São Lourenço do Piauí","672.706","22006"
"431910","São Martinho","171.662","43013"
"221038","São Miguel da Baixa Grande","384.19","22010"
"431830","São Gabriel","5023.84","43003"
"241200","São Gonçalo do Amarante","249.122","24007"
"500769","São Gabriel do Oeste","3864.7","50001"
"220975","São Gonçalo do Gurguéia","1385.29","22002"
"261320","São João","258.333","26004"
"220987","São João da Fronteira","764.862","22003"
"251400","São João do Cariri","653.598","25005"
"430950","Guarani das Missões","290.497","43011"
"510410","Guarantã do Norte","4735.33","51015"
"351850","Guareí","566.347","35161"
"250640","Gurinhém","346.065","25012"
"430710","Herval","1757.85","43021"
"220460","Hugo Napoleão","224.454","22004"
"260660","Ibimirim","1954.7","26002"
"291270","Ibirapitanga","447.259","29012"
"312720","Funilândia","199.796","31024"
"312710","Frutal","2426.97","31071"
"240410","Galinhos","342.213","24003"
"250625","Gado Bravo","192.405","25015"
"420590","Gaspar","386.357","42006"
"210430","Godofredo Viana","674.419","21019"
"520840","Goianápolis","162.435","52011"
"520915","Gouvelândia","824.26","52017"
"420600","Governador Celso Ramos","116.668","42007"
"210460","Governador Eugênio Barros","816.99","21012"
"230465","Graça","281.871","23011"
"110100","Governador Jorge Teixeira","5067.39","11003"
"510735","São José do Xingu","7459.63","51003"
"522020","São Miguel do Araguaia","6144.4","52008"
"412480","São João","388.06","41007"
"522000","São João d'Aliança","3327.37","52003"
"220990","São João da Serra","1006.49","22001"
"316245","São João das Missões","678.273","31076"
"150750","São João do Araguaia","1279.89","15003"
"251410","São João do Tigre","816.111","25005"
"270830","São José da Laje","256.641","27003"
"251440","São José de Espinharas","725.652","25006"
"210515","Igarapé do Meio","368.683","21014"
"312707","Fruta de Leite","762.783","31098"
"430860","Garibaldi","169.237","43025"
"430870","Gaurama","204.262","43016"
"431795","Santo Expedito do Sul","125.736","43018"
"430880","General Câmara","510.012","43009"
"430885","Gentil","184.015","43017"
"430890","Getúlio Vargas","286.567","43016"
"260620","Goiana","501.881","26005"
"150309","Goianésia do Pará","7023.88","15004"
"430910","Gramado","237.828","43023"
"312780","Grão Mogol","3885.29","31051"
"430925","Guabiju","148.394","43025"
"410880","Guaíra","560.487","41020"
"110010","Guajará-Mirim","24855.8","11004"
"430810","Feliz","95.372","43026"
"160023","Ferreira Gomes","5046.24","16001"
"270280","Flexeiras","333.221","27001"
"410895","Guamiranga","244.795","41004"
"221000","São João do Piauí","1527.77","22006"
"412535","São Jorge do Patrocínio","404.691","41012"
"270840","São José da Tapera","495.112","27009"
"241210","São João do Sabugi","277.01","24004"
"431845","São José das Missões","98.071","43020"
"251450","São José de Piranhas","677.301","25009"
"354810","Santo Antônio do Jardim","109.956","35142"
"211030","Santo Antônio dos Lopes","770.919","21012"
"412420","Santo Antônio do Caiuá","219.069","41014"
"150710","São Caetano de Odivelas","743.454","15007"
"292900","São Félix","99.204","29005"
"241170","São Bento do Trairí","190.817","24005"
"280680","São Domingos","102.47","28003"
"251394","São Domingos do Cariri","218.8","25015"
"220960","São Félix do Piauí","657.241","22010"
"330480","São Fidélis","1031.56","33008"
"210470","Graça Aranha","271.442","21012"
"430915","Gramado Xavier","217.526","43028"
"430930","Guaíba","376.948","43009"
"410890","Guairaçá","493.941","41014"
"410800","Florestópolis","246.331","41017"
"250630","Guarabira","165.743","25002"
"260550","Ferreiros","89.348","26005"
"150304","Floresta do Araguaia","3444.27","15001"
"430825","Floriano Peixoto","168.428","43016"
"430800","Faxinal do Soturno","169.903","43001"
"130160","Fonte Boa","12110.9","13009"
"210409","Formosa da Serra Negra","3950.52","21003"
"211060","São Bernardo","1006.91","21006"
"410845","Foz do Jordão","235.383","41005"
"250570","Dona Inês","166.169","25002"
"261300","São Bento do Una","719.16","26003"
"211065","São Domingos do Azeitão","960.925","21015"
"211085","São Francisco do Brejão","745.603","21001"
"211070","São Domingos do Maranhão","1151.97","21012"
"431720","Santa Rosa","489.8","43014"
"120043","Santa Rosa do Purus","6145.62","12002"
"421569","Santiago do Sul","73.564","42002"
"410780","Floraí","191.134","41015"
"260560","Flores","995.553","26012"
"430845","Fortaleza dos Valos","650.328","43012"
"240390","Francisco Dantas","181.557","24006"
"260580","Frei Miguelinho","212.706","26003"
"500350","Douradina","280.787","50003"
"500370","Dourados","4086.24","50003"
"130140","Eirunepé","15011.8","13007"
"150295","Eldorado do Carajás","2956.73","15003"
"430700","Erechim","430.67","43016"
"410820","Formosa do Oeste","275.712","41010"
"430745","Esperança do Sul","148.379","43015"
"210510","Icatu","1448.79","21013"
"430920","Gravataí","463.501","43010"
"312790","Grupiara","193.141","31074"
"312735","Glaucilândia","145.861","31084"
"230495","Guaiúba","254.044","23003"
"430940","Guaporé","297.66","43025"
"240380","Florânia","504.927","24004"
"312705","Fronteira dos Vales","320.757","31062"
"430820","Flores da Cunha","273.453","43026"
"351990","Iepê","595.485","35113"
"250120","Areial","33.142","25003"
"430110","Arroio dos Ratos","425.934","43009"
"355475","Trabiju","63.421","35031"
"521990","São Francisco de Goiás","415.791","52001"
"431710","Sant'Ana do Livramento","6950.39","43003"
"410810","Flórida","83.046","41015"
"210830","Penalva","738.25","21018"
"261030","Paranatama","230.887","26004"
"411721","Nova Santa Bárbara","71.764","41018"
"251540","São Vicente do Seridó","276.47","25004"
"251270","Remígio","177.998","25003"
"315445","Riachinho","1780.58","31058"
"241080","Riacho de Santana","128.105","24006"
"510677","Porto Alegre do Norte","3972.13","51003"
"431513","Pouso Novo","106.533","43029"
"241040","Pureza","504.293","24003"
"410090","Amaporã","384.735","41014"
"320435","Rio Bananal","645.482","32001"
"350170","Américo Brasiliense","122.268","35031"
"270020","Anadia","189.472","27005"
"430066","André da Rocha","324.327","43018"
"315440","Ressaquinha","184.609","31013"
"280590","Riachuelo","78.937","28001"
"241025","Porto do Mangue","318.966","24008"
"220060","Angical do Piauí","223.434","22004"
"260105","Araçoiaba","92.282","26010"
"520160","Araçu","148.936","52001"
"520170","Aragarças","662.917","52009"
"230125","Ararendá","344.13","23015"
"421290","Pinhalzinho","128.298","42002"
"230140","Aratuba","114.784","23004"
"250110","Areia","269.492","25003"
"310450","Arinos","5279.41","31058"
"250130","Aroeiras","374.694","25015"
"240320","Doutor Severiano","108.278","24006"
"520250","Aruanã","3050.3","52012"
"420125","Apiúna","493.53","42006"
"520800","Formosa","5811.78","52003"
"410730","Doutor Camargo","118.279","41015"
"500375","Eldorado","1017.79","50003"
"351360","Cunha","1407.32","35172"
"351490","Elias Fausto","202.693","35103"
"430692","Engenho Velho","71.191","43020"
"170740","Esperantina","504.021","17002"
"260490","Cumaru","292.23","26006"
"150290","Curuçá","672.674","15008"
"520680","Damolândia","84.495","52001"
"150150","Benevides","187.825","15006"
"210135","Bacurituba","674.508","21018"
"350470","Balbinos","91.635","35062"
"312080","Cruzília","522.419","31008"
"150040","Alenquer","23645.4","15002"
"410070","Alto Piquiri","447.667","41012"
"260520","Escada","346.957","26008"
"500080","Anaurilândia","3395.44","50003"
"240080","Angicos","741.574","24008"
"353920","Pirapozinho","479.559","35112"
"521710","Piracanjuba","2405.12","52002"
"171750","Pium","10013.9","17007"
"270660","Paulo Jacinto","118.457","27004"
"353990","Poloni","133.54","35156"
"171780","Ponte Alta do Bom Jesus","1806.14","17003"
"521800","Porangatu","4820.51","52008"
"314840","Paulistas","220.564","31080"
"261650","Xexéu","110.812","26008"
"220790","Pedro II","1518.22","22003"
"520320","Barro Alto","1093.25","52018"
"150034","Água Azul do Norte","7113.94","15001"
"270670","Penedo","689.156","27006"
"261090","Pesqueira","995.531","26003"
"411910","Piên","254.903","41002"
"120070","Xapuri","5347.28","12001"
"293280","Utinga","638.224","29011"
"432253","Vale do Sol","328.228","43028"
"317100","Vazante","1913.4","31057"
"315010","Piau","192.196","31097"
"432280","Veranópolis","289.343","43025"
"261620","Vertentes","196.324","26003"
"432335","Vila Lângaro","152.172","43018"
"110030","Vilhena","11519","11006"
"355690","Vista Alegre do Alto","94.981","35052"
"355465","Torre de Pedra","71.348","35063"
"510335","Confresa","5801.38","51003"
"261550","Tracunhaém","118.388","26006"
"351400","Dobrada","149.729","35033"
"150275","Concórdia do Pará","690.944","15007"
"355695","Vitória Brasil","49.696","35153"
"250460","Conde","172.949","25001"
"172210","Xambioá","1186.42","17001"
"430585","Coqueiros do Sul","275.55","43017"
"230420","Crato","1157.91","23020"
"351330","Cruzália","149.054","35092"
"430512","Cerrito","451.701","43021"
"432270","Vera Cruz","309.622","43028"
"431250","Mostardas","1983","43005"
"431261","Muitos Capões","1197.94","43024"
"150442","Marituba","103.343","15006"
"221160","Vila Nova do Piauí","218.315","22009"
"160030","Macapá","6408.52","16001"
"420930","Lages","2629.79","42013"
"431075","Ivorá","122.93","43001"
"352300","Itapura","301.368","35022"
"520929","Guaraíta","205.306","52012"
"291077","Feira da Mata","1668.53","29021"
"250560","Diamante","269.11","25007"
"250430","Catolé do Rocha","552.108","25008"
"210275","Capinzal do Norte","590.526","21012"
"251150","Pilar","102.398","25012"
"210760","Palmeirândia","525.58","21018"
"410640","Cornélio Procópio","635.101","41018"
"270640","Pão de Açúcar","682.986","27009"
"231020","Paracuru","296.215","23002"
"231025","Paraipaba","300.919","23002"
"510340","Cuiabá","3362.75","51002"
"171620","Paranã","11260.2","17003"
"261050","Passira","326.756","26006"
"431407","Passo do Sobrado","265.109","43028"
"353350","Novo Horizonte","931.669","35151"
"160050","Oiapoque","22625.1","16002"
"251040","Olho d'Água","596.126","25007"
"171550","Oliveira de Fátima","205.849","17008"
"260970","Orobó","138.661","26006"
"412796","Turvo","916.487","41005"
"432195","Trindade do Sul","268.418","43020"
"432210","Tucunduva","180.81","43014"
"432230","Tuparendi","307.677","43014"
"231355","Tururu","202.275","23006"
"311370","Carlos Chagas","3202.98","31066"
"355570","União Paulista","79.111","35156"
"150815","Uruará","10791.3","15012"
"261485","Tamandaré","214.306","26008"
"432090","Tapejara","238.799","43018"
"355365","Taquaral","53.892","35052"
"412730","Terra Rica","700.588","41014"
"220270","Cocal","1269.49","22005"
"220272","Cocal dos Alves","357.687","22005"
"210340","Coelho Neto","975.544","21005"
"430471","Caraá","294.324","43005"
"230310","Cariré","756.87","23011"
"230340","Carnaubal","364.804","23013"
"110090","Castanheiras","892.843","11005"
"520480","Campo Alegre de Goiás","2462.99","52005"
"230250","Brejo Santo","663.421","23019"
"240840","Olho-d'Água do Borges","141.17","24006"
"310470","Ataléia","1836.97","31099"
"270040","Atalaia","528.769","27004"
"110001","Alta Floresta D'Oeste","7067.04","11005"
"220779","Pau D'Arco do Piauí","430.814","22004"
"430223","Boa Vista do Incra","503.473","43012"
"430461","Canudos do Vale","81.913","43029"
"171670","Colméia","990.718","17004"
"430583","Coqueiro Baixo","112.277","43029"
"430613","Cruzaltense","166.883","43016"
"431123","Lagoa Bonita do Sul","108.499","43027"
"431346","Novo Xingu","80.591","43020"
"431861","São José do Sul","59.034","43008"
"280100","Campo do Brito","201.724","28003"
"431936","São Pedro das Missões","79.965","43020"
"140045","Pacaraima","8028.46","14001"
"231000","Palhano","440.378","23009"
"355360","Tapiratiba","222.541","35143"
"410010","Abatiá","228.717","41018"
"510620","Nova Brasilândia","3281.89","51002"
"431300","Nova Bréscia","102.818","43029"
"353286","Nova Castilho","183.232","35021"
"431310","Nova Palma","313.508","43001"
"431337","Nova Santa Rita","217.871","43008"
"171370","Monte Santo do Tocantins","1091.55","17007"
"230880","Moraújo","415.631","23011"
"431242","Mormaço","146.109","43019"
"421795","Tigrinhos","57.439","42001"
"172120","Tocantinópolis","1077.07","17002"
"240230","Caraúbas","1095","24002"
"110150","Seringueiras","3773.51","11007"
"500790","Sidrolândia","5286.42","50001"
"316760","Simonésia","486.542","31059"
"510792","Sorriso","9329.55","51014"
"293080","Souto Soares","993.312","29023"
"412627","Saudade do Iguaçu","152.085","41007"
"420213","Bela Vista do Toldo","534.62","42012"
"510263","Campo Novo do Parecis","9434.43","51007"
"220225","Canavieira","2162.86","22011"
"290390","Bom Jesus da Lapa","4200.3","29021"
"351010","Cândido Rodrigues","70.313","35033"
"260370","Canhotinho","423.08","26004"
"351015","Canitar","57.231","35094"
"130090","Canutama","29819.7","13006"
"220245","Capitão Gervásio Oliveira","1134.14","22006"
"110003","Cabixi","1314.36","11006"
"260320","Caetés","329.475","26004"
"430330","Caibaté","259.665","43011"
"260340","Calumbi","179.314","26012"
"500260","Camapuã","6229.63","50001"
"150157","Bom Jesus do Tocantins","2816.47","15003"
"261520","Terra Nova","321.427","26011"
"431940","São Pedro do Sul","873.597","43001"
"210880","Pirapemas","688.758","21009"
"130130","Codajás","18711.5","13002"
"280060","Barra dos Coqueiros","90.322","28001"
"430005","Água Santa","291.793","43018"
"230090","Apuiarés","552.338","23002"
"211167","São Roberto","227.462","21010"
"240800","Mossoró","2099.33","24002"
"171395","Muricilândia","1186.64","17001"
"353230","Natividade da Serra","833.372","35174"
"431237","Monte Alegre dos Campos","549.742","43024"
"210660","Matões","1976.13","21017"
"230835","Milhã","502.342","23008"
"310990","Caetanópolis","156.039","31024"
"411590","Mirador","221.708","41014"
"260930","Mirandiba","821.672","26011"
"230840","Missão Velha","650.538","23021"
"293077","Sobradinho","1238.91","29016"
"251610","Soledade","560.039","25016"
"240780","Monte Alegre","211.341","24001"
"432300","Viamão","1497.02","43010"
"220660","Monte Alegre do Piauí","2417.92","22002"
"280390","Malhador","100.941","28003"
"330530","São Sebastião do Alto","397.897","33009"
"521470","Nova América","212.025","52013"
"291970","Macarani","1287.53","29013"
"432023","Sede Nova","119.297","43013"
"120050","Sena Madureira","23751.3","12002"
"150780","Senador José Porfírio","14374.2","15012"
"431870","São Leopoldo","102.739","43007"
"421715","São Miguel da Boa Vista","71.922","42001"
"211153","São Pedro da Água Branca","720.456","21001"
"330500","São João da Barra","455.044","33008"
"412490","São João do Caiuá","304.414","41014"
"211107","São João do Soter","1438.06","21005"
"314140","Medina","1435.9","31065"
"421125","Morro Grande","256.416","42014"
"211110","São João dos Patos","1500.62","21015"
"412450","Santo Inácio","306.871","41015"
"520355","Bonfinópolis","122.29","52002"
"500220","Bonito","4934.42","50001"
"210215","Brejo de Areia","1059.28","21002"
"150180","Breves","9550.47","15014"
"350780","Brodowski","279.521","35133"
"220200","Buriti dos Lopes","691.158","22005"
"310930","Buritis","5225.18","31058"
"310940","Buritizeiro","7218.39","31055"
"410302","Boa Esperança do Iguaçu","151.798","41008"
"350570","Barueri","66.141","35014"
"270070","Batalha","320.921","27007"
"210193","Bernardo do Mearim","261.45","21010"
"350690","Bofete","653.542","35063"
"210200","Bom Jardim","6590.5","21014"
"420640","Guaraciaba","330.647","42001"
"510325","Colniza","27924.5","51008"
"510631","Novo Santo Antônio","4393.79","51009"
"521225","Lagoa Santa","458.868","52015"
"221095","Tamboril do Piauí","1587.29","22011"
"251630","Sumé","838.066","25005"
"231250","São João do Jaguaribe","280.454","23010"
"431620","Rondinha","252.209","43020"
"230990","Pacujá","76.128","23011"
"411580","Medianeira","328.733","41009"
"270330","Inhapi","376.853","27010"
"230510","Guaramiranga","100.856","23004"
"431175","Manoel Viana","1390.7","43003"
"316294","São José da Barra","314.253","31092"
"170900","Goiatins","6408.58","17001"
"250320","Cabedelo","31.915","25001"
"353050","Mococa","854.857","35143"
"421040","Maracajá","63.401","42014"
"420280","Braço do Norte","211.626","42016"
"150440","Marapanim","795.983","15008"
"270480","Maribondo","174.28","27008"
